date,headline
20100920,Sensex closes above 19900; RCom; ITC; Hero Honda up
20100920,Sensex up 311 points on FIIs buying
20100920,BSE benchmark Sensex up 311 points on FIIs buying
20100921,Sensex regains 20k level; Nifty crosses 6;000 in opening trade
20100921,Sensex ends at 20001; Tata Power; Wipro; HDFC up
20100921,Sensex closes above 20;000 points for 20th time
20100921,Sensex closes above 20K points for 20th time
20100921,Sensex closes above 20;000 points for 20th time
20100922,Sensex salutes Ganpati; surges past 20k
20100922,Sensex rally leaves Reliance Industries behind
20100922,Sensex at 20K; mood cautious as many nurse wounds of '08
20100922,Sensex at 20K; but many billionaires poorer
20100922,L&T; RIL drag Sensex down by 175 points in afternoon trade
20100922,Sensex falls by 60 points on profit selling
20100922,L&T; RIL drag Sensex down by 175 points in afternoon trade
20100923,Sensex high fails to increase margin funding
20100923,Sensex at 20K: P/E ratios show Street wiser now
20100923,Sensex down 86 points on profit-booking
20100923,Sensex down for second day; closes 81pts lower
20100923,Sensex down again; closes 81pts lower
20100923,Sensex down for second day; closes 81pts lower
20100924,Sensex slides 28 pts on profit booking; weak global cues
20100924,Sensex gains 184 points to regain 20;000 mark
20100924,Sensex gains 184 pts; ends above 20K
20100927,Sensex climb for second day to fresh 32-month high
20100927,Sensex closes to new 32-month high
20100928,Sensex ends flat; DLF; NTPC; M&M; RCom up
20100928,Sensex ends flat; DLF; NTPC up
20100929,Sensex loses 148 pts to close below 20K level
20100930,Sensex up 113 pts; regains 20k level
20101001,Sensex up by 225 pts on all-round buying
20101001,Sensex up by 225 pts on buying
20101001,Sensex surges by 376 pts to fresh 32-month high
20101002,Sensex hits 32-mth high; surges 376 pts
20101004,Sensex poised for higher orbit by Diwali
20101004,Sensex climbs 187 pts; Nifty crosses 6;200 level
20101004,Sensex at 33-mth high on buying by funds
20101004,Sensex at 33-mth high on buying by funds
20101005,Sensex down 68 points in opening trade
20101005,Sensex sheds 68 points on profit booking
20101005,Sensex sheds 68 points on profit booking
20101005,Sensex closes 68 points lower on profit booking; Nifty also down
20101006,Sensex climbs 262 points; Nifty up 77 points in opening trade
20101006,Sensex scales 33-month high on FIIs inflow
20101006,Sensex scales to 33-month high on FIIs inflow
20101006,Sensex scales 33-month high on FIIs inflow; closes 135 points higher
20101007,Sensex up 38 pts in opening trade
20101007,Sensex falls 70 points on profit selling
20101007,Sensex falls by 228 pts on weak global cues; inflation
20101007,Sensex falls by 228 pts on inflation
20101007,Sensex falls by 228 pts on weak global cues; inflation
20101008,Sensex falls by 228 pts on inflation
20101008,Sensex recovers by 92 pts in opening trade
20101008,Sensex declines in flip-flop trading; metal led fall
20101008,Sensex closes 65 points down
20101008,Sensex declines in flip-flop trading; metal led fal
20101011,Sensex surges by 211 pts in early trade
20101011,Sensex gains 90 points on expectations of strong Q2 earnings
20101011,Sensex range-bound; broader markets gain
20101011,Sensex gains 90 points on expectations of strong Q2 earnings
20101012,Sensex down by 88 points at opening
20101012,Sensex plunges 225 points on IIP data; Nifty below 6;100 level
20101012,Sensex declines by 137 pts on weak IIP growth data
20101012,Sensex declines by 137 pts on weak IIP growth data
20101013,Sensex recovers by 88 points in opening trade
20101013,Sensex's highest surge in 6 months
20101013,Sensex closes 469 points on global cues
20101013,Sensex surges 484 points; highest in 6 months
20101013,Sensex surges 484 points; highest in 6 months
20101014,Sensex up 485 pts; at 32-mth high
20101014,Sensex hits a fresh 33-month high of 20;808.44 in early trade
20101014,Sensex falls by 190 pts as investors encash bull-run
20101014,Sensex hits a fresh 33-month high
20101015,Sensex dips on profit-taking
20101015,Sensex wipes off early gains; down by 152 points
20101015,Sensex plunges 373 pts as investors mop up funds for mega IPO
20101018,Sensex dips below 20k level; down 150 points in opening trade
20101018,Sensex recovers; ends 44 points up
20101018,Sensex recovers early losses; ends 44 points up
20101019,Sensex gains 163 pts in opening trade
20101019,Sensex closes below 20K mark; falls 186 points on profit booking
20101019,Sensex closes below 20K mark; falls 186 points on profit booking
20101020,Sensex down 98 pts in opening trade; Nifty below 6;000 pts
20101020,Sensex falls by 111 pts on weak global trend
20101020,Sensex ends 111 points down
20101021,Sensex dips 111; lowest close in a month
20101021,Sensex bounces back; 173 pts up on easing inflation
20101021,Sensex zooms 388 points; regains 20K level on good India Inc show
20101022,Sensex opens 79.31 points high on solid TCS earnings
20101022,Sensex falls 95 points in volatile trade
20101024,CWG might just be driving the Sensex
20101025,Led by RIL; Sensex surges over 137 points on heavy inflows
20101025,Sensex ends 137 points up
20101026,Sensex opens 55 pts down on profit-booking
20101026,Sensex sheds 82 points on profit-booking
20101026,Sensex lacklustre on weak global cues
20101027,Sensex opens 86 points down on profit-booking
20101027,Sensex drops for second straight session; down 216 points
20101027,Sensex closes 240 points down
20101027,Sensex drops for second straight session; down 216 points
20101028,Oct jinx: CIL issue sucks out liquidity; sensex stays in range
20101028,S&P raises Tata Motors' credit rating
20101028,Weak global cues pull sensex down by 216 pts
20101028,Sensex rebounds by 114 points in opening trade
20101028,Sensex ends below 20k level
20101028,Sensex ends below 20k level
20101028,Sensex ends below 20k level
20101028,Sensex ends below 20000-level; Nifty off 6000-mark
20101029,Sensex snaps three-day fall; ends 91 points up at over 20k
20101029,Sensex ends 91 points up at over 20k
20101029,Sensex ends 91 points up at over 20k
20101030,Sensex ends Oct with loss; but experts say don't read much
20101031,Sensex to hit 21;000 mark on Diwali: Analysts
20101031,Sensex to hit 21k on Diwali: Analysts
20101031,Sensex to hit 21k on Diwali: Analysts
20101031,Sensex to hit 21;000 mark on Diwali: Analysts
20101101,Sensex opens 294 pts up on impressive Q2 earnings
20101101,Sensex closes 315 points higher
20101102,FIIs raise stake in 25 sensex companies
20101102,Sensex up 323 pts despite trade halt
20101102,FIIs raise stake in 25 sensex companies
20101102,Sensex opens 36 pts down on profit booking
20101102,Sensex ends flat after RBI's rate hike
20101102,Sensex ends flat after RBI's rate hike
20101103,Sensex recovers by 175 pts in early trade
20101103,Sensex ends 137 points higher
20101104,Sensex opens up 188 pts; Nifty regains 6200 level
20101104,Sensex rises to highest since Jan 2008
20101105,Mahurat trading: Sensex ends above 21000
20101105,Mahurat trading: Sensex ends above 21000
20101106,Sensex ends at record closing high; weekly gain by 973 pts
20101106,S&P 500 extends rally to 5th week
20101108,Sensex to scale new peak; but valuations may spoil
20101108,Sensex up 71 points in opening trade
20101108,Sensex falls below 21;000 points
20101108,Sensex halts 3-day rally; ends below 21K level
20101108,Sensex halts 3-day rally; ends below 21K level
20101109,Sensex wipes early gains on political developments
20101109,Sensex ends 80 points up in choppy trade
20101110,Sensex down 43 pts in opening trade
20101110,Sensex closes 57 points down
20101111,Sensex plummets 123 points on profit booking
20101111,Sensex up 60pts in opening trade
20101111,Sensex closes 287 points down
20101112,Sensex down 354 pts on poor IIP numbers
20101112,Sensex closes 432 points down on weak factory output data; global cues
20101112,Sensex closes 432 points down
20101114,FII money pushes Sensex to all-time high
20101114,Sensex should be 4 or 5 times by 2020
20101114,Sensex to make a smart comeback next week: Analysts
20101114,Sensex to make a smart comeback next week
20101114,Sensex to make a smart comeback next week: Analysts
20101115,Sensex down 50 points in opening trade
20101115,Sensex@20K: What should investors do now
20101115,Sensex bounces back with 153-point gain; SBI rises the most
20101115,Sensex bounces back with 153-point gain; SBI rises the most
20101115,Sensex up 153 pts; SBI rises the most
20101116,Sensex down 64 points in opening trade on profit-booking
20101116,Sensex; Nifty fall below crucial levels
20101116,Sensex falls below 20000; drop biggest in 6 mths
20101116,Sensex below 20000; drop biggest in 6 mths
20101116,Sensex falls below 20000; drop biggest in 6 mths
20101117,Sensex to touch 23;000 by 2011-end
20101118,Sensex jumps by 191 pts to regain 20k level in opening trade
20101118,Global market recovery lifts Sensex; ends 65 points up
20101118,Global market recovery lifts Sensex
20101118,Global market recovery and easing inflation lifts Sensex
20101119,Sensex down 93 pts in opening trade
20101119,Sensex hits 2-month low on spectrum row; sheds 345 pts
20101119,Sensex sheds 345 pts on spectrum row
20101120,Sensex at two-mth low; loses 345 pts on 2G; global cues
20101120,Sensex extends losses for second week in a row
20101122,Sensex opens 170 points high in morning trade
20101122,Sensex up by 227 points on selective buying; firm Asian cues
20101122,Sensex rises most in 2 weeks on investor buying; global cues
20101122,Sensex rise on investor buying
20101122,Sensex rises most in 2 weeks on investor buying; global cues
20101123,Sensex opens 205 points down on profit-booking
20101123,Sensex plunges 600pts on Korea firing; closes 265pts down
20101123,Sensex down 600 points on Korea clashes
20101123,Sensex sinks after Korea firing; closes 265pts down
20101123,Sensex sinks on Korea tension; closes 265pts down
20101124,Shell-shocked sensex dives on Korea clash
20101124,Sensex closes 279 points lower
20101125,Arrests drag sensex down by 232 points
20101125,Sensex opens 122 points high in early trade
20101125,Sensex falls to 10-week low; sheds 142 pts on home loan racket
20101125,Sensex closes 142 points lower
20101125,Sensex closes 142 points lower
20101126,Sensex dips 182 pts on housing finance racket
20101126,Sensex ends 182 points lower
20101127,Sensex continues to bleed on loan scandal
20101128,Sensex likely to bounce back; may regain 19;500-mark: Experts
20101128,Sensex likely to bounce back; may regain 19;500-mark: Experts
20101129,Sensex recovers by 133 points in opening trade
20101129,Sensex rebounds after 4-day fall; up 268 pts led by RIL
20101129,Sensex rebounds after 4-day fall; up 268 pts led by RIL
20101129,Sensex rebounds after 4-day fall; up 268 pts led by RIL
20101130,Sensex dives 169 points on profit-booking; weak Asian trend
20101130,Smart GDP data lifts Sensex by 116 pts; DLF rebounds
20101130,Sensex 136 points up on GDP figures
20101130,Smart GDP data lifts Sensex by 116 pts; DLF rebounds
20101201,Sensex up 116 pts on GDP numbers
20101201,Sensex up 94 points in opening trade
20101201,Sensex up 329 pts on high exports data
20101201,Sensex up 329pts on high exports data
20101201,BSE benchmark Sensex up 329 pts on high exports data
20101201,Credit Suisse sees Sensex gaining 9%
20101202,Sensex opens 234 points high in early trade
20101202,Sensex up for the fourth day; up 143 pts
20101202,Sensex up for the 4th day; ends 143 pts higher
20101202,Sensex closes 143 points up
20101203,Sensex up 143 points
20101203,Sensex dips 40 points on profit booking
20101203,Sensex snaps four-day rally; sheds 26 pts in lacklustre trade
20101203,Sensex snaps four-day rally; sheds 26 pts in lacklustre trade
20101205,Sensex may rise further on FII buying support
20101206,Sensex fails to maintain 20000-level
20101206,Sensex fails to maintain 20000-level; falls flat
20101207,Sensex down 46 pts on profit-booking; weak Asian cues
20101207,Sensex slips 47pts; banking; realty hit
